ds,y
2016-01-01,-0.17601808494391172
2016-01-02,-0.0036501191049571613
2016-01-03,-0.2193831496227284
2016-01-04,0.30522884059352157
2016-01-05,-0.05650984639198903
2016-01-06,0.3124669714228602
2016-01-07,0.07615808690130034
2016-01-08,0.34400167641761753
2016-01-09,0.21583062195914368
2016-01-10,0.2350733008622836
2016-01-11,0.11234258536399641
2016-01-12,0.3538599372431773
2016-01-13,0.1489070074456726
2016-01-14,0.48997444582556277
2016-01-15,0.4129838281637807
2016-01-16,0.41406102249602755
2016-01-17,0.38550935287880245
2016-01-18,0.6724681925144937
2016-01-19,0.6661587848260042
2016-01-20,0.6755659865614219
2016-01-21,0.6509810203783158
2016-01-22,0.8025635911132037
2016-01-23,0.6136862810690489
2016-01-24,0.8609984240369097
2016-01-25,0.8580110366172196
2016-01-26,0.9084133553422432
2016-01-27,0.8656346066544021
2016-01-28,0.5376593096258669
2016-01-29,0.6360704603508962
2016-01-30,1.0051179580601965
2016-01-31,0.9159211351937707
2016-02-01,0.8829140525864473
2016-02-02,0.895976695775966
2016-02-03,1.0042009593672918
2016-02-04,0.9632557348960304
2016-02-05,0.8581113819909517
2016-02-06,1.1398396260318728
2016-02-07,1.0224838448938365
2016-02-08,0.9881999045258159
2016-02-09,1.1184290382697495
2016-02-10,1.2203545076334252
2016-02-11,1.0584774147987082
2016-02-12,0.9684029288398758
2016-02-13,1.1065068188564078
2016-02-14,1.0525706129860775
2016-02-15,1.045581640037556
2016-02-16,0.9814318134982923
2016-02-17,0.8680265418256291
2016-02-18,1.1600332654628742
2016-02-19,1.1261224186516257
2016-02-20,0.9543615541815189
2016-02-21,0.8672408402195453
2016-02-22,1.0220130694367724
2016-02-23,1.216584593278935
2016-02-24,1.3972644518973385
2016-02-25,1.0420895575271651
2016-02-26,0.9832001325932779
2016-02-27,0.8304960890309027
2016-02-28,1.1683115442954959
2016-02-29,0.8587022011161218
2016-03-01,1.0042308196903718
2016-03-02,0.8875724343984407
2016-03-03,0.8029548623230207
2016-03-04,0.8383141410433624
2016-03-05,0.7980681286119268
2016-03-06,0.8820097813321354
2016-03-07,0.7360115560666519
2016-03-08,0.8588769335836196
2016-03-09,0.5587182147882088
2016-03-10,0.8262384110707709
2016-03-11,0.6542894946359014
2016-03-12,0.5674607510663001
2016-03-13,0.7272861088261071
2016-03-14,0.6174484267865165
2016-03-15,0.5928287096299043
2016-03-16,0.689732376574459
2016-03-17,0.5851266729186162
2016-03-18,0.6413495480838383
2016-03-19,0.839526683775339
2016-03-20,0.3600606340669402
2016-03-21,0.38644274938201406
2016-03-22,0.24083710731295274
2016-03-23,0.44776469681655734
2016-03-24,0.3047165730702523
2016-03-25,0.3101353600201884
2016-03-26,0.4276752033519436
2016-03-27,0.3213826556762168
2016-03-28,0.3281126370767579
2016-03-29,0.28334875298730405
2016-03-30,0.3453845262251337
2016-03-31,0.18337319369513522
2016-04-01,0.2930121321620781
2016-04-02,-0.014238419460323393
2016-04-03,-0.31520838148629676
2016-04-04,0.2160152511808111
2016-04-05,-0.07580793141287956
2016-04-06,0.14469031336488436
2016-04-07,0.09762057586767373
2016-04-08,-0.07796331947820823
2016-04-09,-0.08770015382404549
2016-04-10,-0.11648475152222783
2016-04-11,-0.40555556108898805
2016-04-12,-0.29158210360883147
2016-04-13,-0.4281203573526663
2016-04-14,-0.2240938909067567
2016-04-15,-0.22840112470728374
2016-04-16,-0.5071044182441753
2016-04-17,-0.5713785546748359
2016-04-18,-0.5052727960380233
2016-04-19,-0.4285820596071445
2016-04-20,-0.47465608644362683
2016-04-21,-0.6201585684434487
2016-04-22,-0.48300741781513123
2016-04-23,-0.5258210011803379
2016-04-24,-0.6194876269430994
2016-04-25,-0.7330185427283938
2016-04-26,-0.6827374157826953
2016-04-27,-0.6865558135123199
2016-04-28,-0.5208075727358539
2016-04-29,-0.7243437900031031
2016-04-30,-0.6337223811135749
2016-05-01,-0.7980624201025317
2016-05-02,-0.8431542977270998
2016-05-03,-0.8187729635783975
2016-05-04,-0.7513994250545538
2016-05-05,-0.6262639116957964
2016-05-06,-0.5992628254077103
2016-05-07,-0.8996525112322454
2016-05-08,-0.9280649510921611
2016-05-09,-0.6881903863307268
2016-05-10,-0.853911355122801
2016-05-11,-1.2985851927184173
2016-05-12,-1.0779907955003227
2016-05-13,-0.8441554804661853
2016-05-14,-0.7486604979244779
2016-05-15,-1.0285206580067647
2016-05-16,-0.8848691910712906
2016-05-17,-1.0437453398210608
2016-05-18,-0.948632858900943
2016-05-19,-0.9855553205965117
2016-05-20,-1.3191686550995247
2016-05-21,-0.9988721890885869
2016-05-22,-0.9060726999226169
2016-05-23,-0.9514156628108406
2016-05-24,-0.9265100474833835
2016-05-25,-0.9794294532931638
2016-05-26,-0.9748906590776212
2016-05-27,-1.0770307983058818
2016-05-28,-0.8337391871029416
2016-05-29,-0.7711269458786287
2016-05-30,-0.8403672426638975
2016-05-31,-0.957195236948358
2016-06-01,-1.0693839621064296
2016-06-02,-0.994428282855103
2016-06-03,-1.0594858330613248
2016-06-04,-0.8415061992529944
2016-06-05,-0.8489339840152882
2016-06-06,-0.7784213309038963
2016-06-07,-0.6891776136325766
2016-06-08,-0.6631357944012085
2016-06-09,-0.6715175862335976
2016-06-10,-0.7472138986683428
2016-06-11,-1.011115283573002
2016-06-12,-0.5068679764803652
2016-06-13,-0.5531202333115232
2016-06-14,-0.22865467804562678
2016-06-15,-0.22080101001905988
2016-06-16,-0.7358372297643898
2016-06-17,-0.4415646483933815
2016-06-18,-0.6167579440172063
2016-06-19,-0.6432837445560544
2016-06-20,-0.2699776578548553
2016-06-21,-0.4756495545069518
2016-06-22,-0.5198738892871007
2016-06-23,-0.6489218274059712
2016-06-24,-0.39565474924180954
2016-06-25,-0.2851867686224746
2016-06-26,-0.4561390387647015
2016-06-27,0.03416084618076948
2016-06-28,-0.1334962241629597
2016-06-29,-0.44649527242588316
2016-06-30,-0.5869001370712033
2016-07-01,-0.21926160912950932
2016-07-02,-0.06614660804859647
2016-07-03,-0.4570229975272849
2016-07-04,-0.0022430910980579116
2016-07-05,0.12643590361554302
2016-07-06,-0.05101863059385443
2016-07-07,0.32265400905915587
2016-07-08,-0.14130865281149227
2016-07-09,0.1130198313655614
2016-07-10,0.21493683267164668
2016-07-11,0.34097048927044493
2016-07-12,0.30031095979738054
2016-07-13,-0.06140042770175608
2016-07-14,-0.05249676402343659
2016-07-15,0.29164406249639974
2016-07-16,0.4462780306476999
2016-07-17,0.14694319472934803
2016-07-18,0.30434083575471044
2016-07-19,0.3982552050378927
2016-07-20,0.2925569839581863
2016-07-21,0.4742327406671857
2016-07-22,0.6002059265887079
2016-07-23,0.4187022483984405
2016-07-24,0.5252394505044828
2016-07-25,0.6868885913269421
2016-07-26,0.5506441208429268
2016-07-27,0.5294536718647933
2016-07-28,0.6664054835100058
2016-07-29,0.7736125579115
2016-07-30,0.9715872444211148
2016-07-31,0.5402101510092044
2016-08-01,0.5580189495065708
2016-08-02,0.5581177911080977
2016-08-03,0.7236186510887024
2016-08-04,0.8405415859630323
2016-08-05,0.7127405197832551
2016-08-06,0.610051766252916
2016-08-07,0.8773061325647475
2016-08-08,0.9888648147864401
2016-08-09,0.6917136241080041
2016-08-10,1.1020917699057582
2016-08-11,0.807815236757037
2016-08-12,0.6339894546171816
2016-08-13,1.0486681385226735
2016-08-14,0.7592377410154809
2016-08-15,1.0213961477988729
2016-08-16,0.9240158372341182
2016-08-17,1.022988719377716
2016-08-18,0.7831819095032093
2016-08-19,0.7457895386330592
2016-08-20,0.9505339458782063
2016-08-21,1.0847304062796328
2016-08-22,1.064061007583313
2016-08-23,0.9178816521196319
2016-08-24,1.051563361586916
2016-08-25,0.9678465904440134
2016-08-26,0.878646600909981
2016-08-27,1.1723808658117496
2016-08-28,0.8734396320832958
2016-08-29,1.0339212790397023
2016-08-30,0.9391533874662125
2016-08-31,0.9307798236930483
2016-09-01,0.8427424080847994
2016-09-02,1.0324652000272627
2016-09-03,0.9606017127029474
2016-09-04,1.0312617559527975
2016-09-05,0.8153368232955107
2016-09-06,0.818347863987022
2016-09-07,0.8625040067829671
2016-09-08,0.9025548877820647
2016-09-09,1.0544045077415003
2016-09-10,0.9410563963080164
2016-09-11,1.061827259908881
2016-09-12,0.7316632523275484
2016-09-13,0.8221280460297877
2016-09-14,0.6143117037849788
2016-09-15,0.7965729510286391
2016-09-16,1.0719772036171964
2016-09-17,0.6160974563723239
2016-09-18,0.8435689192785234
2016-09-19,0.5252414781326685
2016-09-20,0.5783887139472518
2016-09-21,0.6788102240141818
2016-09-22,0.5542425502505451
2016-09-23,0.7206864624048819
2016-09-24,0.5279692769692023
2016-09-25,0.47352939215428935
2016-09-26,0.17157275106020903
2016-09-27,0.3872443632909237
2016-09-28,0.3146083097757344
2016-09-29,0.17982050638941793
2016-09-30,0.2330435482204567
2016-10-01,0.30495143148042425
2016-10-02,0.6101949617722465
2016-10-03,0.4654592988042279
2016-10-04,0.12184224222359576
2016-10-05,0.09534207170019203
2016-10-06,0.16427814970562563
2016-10-07,0.20631584980538387
2016-10-08,0.20807786005827883
2016-10-09,-0.18833361383888633
2016-10-10,0.023739740902518444
2016-10-11,-0.1973861465193152
2016-10-12,-0.28297786700510297
2016-10-13,-0.06944135950280877
2016-10-14,-0.056794527933354544
2016-10-15,0.09635790744262943
2016-10-16,-0.07286232507224541
2016-10-17,-0.08951640898560773
2016-10-18,-0.22020881763003014
2016-10-19,-0.28500768705642127
2016-10-20,-0.3370850858999053
2016-10-21,-0.3342008726350789
2016-10-22,-0.08238930766911434
2016-10-23,-0.7210117216681147
2016-10-24,-0.3650416723088242
2016-10-25,-0.25812583117190036
2016-10-26,-0.6117581092979897
2016-10-27,-0.5375942558540306
2016-10-28,-0.5542082976980445
2016-10-29,-0.5038718384222292
2016-10-30,-0.4888241493263141
2016-10-31,-0.5770472170946094
2016-11-01,-0.6339223754196425
2016-11-02,-0.6469620169851689
2016-11-03,-0.6511787424315579
2016-11-04,-0.6309093853983692
2016-11-05,-0.8386050090059313
2016-11-06,-0.9305673840479173
2016-11-07,-0.9536359609993339
2016-11-08,-1.0068249959848228
2016-11-09,-0.7960526311138192
2016-11-10,-0.6140974702163045
2016-11-11,-0.8933930508136574
2016-11-12,-0.9729067242233604
2016-11-13,-0.8619282626144026
2016-11-14,-0.8351497606351624
2016-11-15,-0.9865576941814562
2016-11-16,-0.9721851459343687
2016-11-17,-1.0069006415543482
2016-11-18,-0.8429220146447968
2016-11-19,-0.8186081408937168
2016-11-20,-0.9200701036807062
2016-11-21,-1.1461107345260986
2016-11-22,-1.2178812867761881
2016-11-23,-1.0896463418085216
2016-11-24,-0.8755798462628522
2016-11-25,-0.8895222108079469
2016-11-26,-0.876985648300676
2016-11-27,-1.124188533191396
2016-11-28,-0.835862518128431
2016-11-29,-0.9420849822308531
2016-11-30,-1.1823710303279125
2016-12-01,-1.042299139668872
2016-12-02,-1.086590930186875
2016-12-03,-0.891107875135203
2016-12-04,-0.9846796118985716
2016-12-05,-0.7914735003640968
2016-12-06,-0.7664464088017466
2016-12-07,-0.9525805116679475
2016-12-08,-1.0344034645461508
2016-12-09,-0.7928507435685535
2016-12-10,-1.0298433673252787
2016-12-11,-0.6930371004815867
2016-12-12,-0.9795859994729138
2016-12-13,-1.0884729176591459
2016-12-14,-0.9018131711896251
2016-12-15,-0.9815671290658898
2016-12-16,-0.7033453099171483
2016-12-17,-0.7177075629356959
2016-12-18,-0.8625394412727848
2016-12-19,-0.5567951926725424
2016-12-20,-0.6905064675958685
2016-12-21,-0.4983668651187592
2016-12-22,-0.4198720744513821
2016-12-23,-0.6441181673160563
2016-12-24,-0.8120981414744395
2016-12-25,-0.5021754108013878
2016-12-26,-0.4184821977140191
2016-12-27,-0.7331015615280607
2016-12-28,-0.5041061156295042
2016-12-29,-0.23655746852351583
2016-12-30,-0.5590137429777657
2016-12-31,-0.23662282433320722
2017-01-01,-0.0469433488776832
2017-01-02,-0.19881702499895415
2017-01-03,-0.19648093617320384
2017-01-04,-0.24287844345532372
2017-01-05,-0.34355635675015334
2017-01-06,-0.15243398376811831
2017-01-07,-0.17108483915833517
2017-01-08,-0.2503641013548594
2017-01-09,-0.1758990272275921
2017-01-10,0.03876110113316843
2017-01-11,-0.26069932236149357
2017-01-12,-0.019689238058735053
2017-01-13,-0.02963732625700697
2017-01-14,-0.26654018129157564
2017-01-15,0.05083959329781294
2017-01-16,0.1482728869105648
2017-01-17,0.35116825978074706
2017-01-18,0.14297413464944514
2017-01-19,-0.03256308427489826
2017-01-20,0.4379523318434697
2017-01-21,0.13008556676270092
2017-01-22,0.5006012845735205
2017-01-23,0.6361529946958655
2017-01-24,0.2553871903661585
2017-01-25,0.4465413447630357
2017-01-26,0.3743866635231693
2017-01-27,0.5091806268827057
2017-01-28,0.4595442927392638
2017-01-29,0.8110818396576832
2017-01-30,0.6916453402357543
2017-01-31,0.7040838337724024
2017-02-01,0.5119012806682861
2017-02-02,0.7229719197614954
2017-02-03,0.5766705452975213
2017-02-04,0.6449449047801203
2017-02-05,0.7615355875331012
2017-02-06,0.6387145114617887
2017-02-07,0.602658833938323
2017-02-08,0.8896128506784863
2017-02-09,1.0222358062722243
2017-02-10,0.6845263766263601
2017-02-11,0.8248973185419627
2017-02-12,0.6596214946469887
2017-02-13,0.7738751855848146
2017-02-14,0.6277146715339469
2017-02-15,0.8115760122379817
2017-02-16,0.7844247630982557
2017-02-17,1.134547814115293
2017-02-18,0.9832642263997742
2017-02-19,0.8939317447036406
2017-02-20,0.6978233675667611
2017-02-21,1.0091365500554854
2017-02-22,0.7527840556288933
2017-02-23,0.9528129125576912
2017-02-24,0.8288884774897217
2017-02-25,1.0891894899315353
2017-02-26,0.844231675277669
2017-02-27,1.2788105344843568
2017-02-28,0.8409668174622098
2017-03-01,1.0624423880682197
2017-03-02,1.1476775702600313
2017-03-03,0.7950269959362029
2017-03-04,0.9854480819317752
2017-03-05,0.8589815792831709
2017-03-06,1.067211906856043
2017-03-07,0.8276940155636734
2017-03-08,0.9336196406880798
2017-03-09,0.893515985289684
2017-03-10,1.1192893991513484
2017-03-11,1.1709031585624081
2017-03-12,0.8172631877924209
2017-03-13,0.8453660995602722
2017-03-14,1.1337406980522382
2017-03-15,0.7627393278680531
2017-03-16,0.930257826165865
2017-03-17,0.8158667132319265
2017-03-18,0.806211461722604
2017-03-19,0.809123898137041
2017-03-20,0.49230972967597186
2017-03-21,0.8776981627199164
2017-03-22,0.7645730092960106
2017-03-23,0.6181086388267677
2017-03-24,0.7049620809406263
2017-03-25,0.8462787909958576
2017-03-26,0.6750884171246466
2017-03-27,0.668994738809262
2017-03-28,0.43073300165568085
2017-03-29,0.7781911441933707
2017-03-30,0.6154173713114908
2017-03-31,0.43935484268559793
2017-04-01,0.6179712648460022
2017-04-02,0.2518145929227451
2017-04-03,0.4484412251320395
2017-04-04,0.9355965713134983
2017-04-05,0.19327412271742037
2017-04-06,0.2437182626130594
2017-04-07,0.3547701106618506
2017-04-08,0.25429375762657275
2017-04-09,0.3428775761784564
2017-04-10,0.22186127816605036
2017-04-11,-0.05125916302212011
2017-04-12,0.3756349774787286
2017-04-13,-0.11249731089402996
2017-04-14,-0.027938944219507572
2017-04-15,-0.09620696669624798
2017-04-16,-0.05688447166125825
2017-04-17,-0.03735155387152367
2017-04-18,0.04025015121285908
2017-04-19,0.05220131348720643
2017-04-20,-0.2802194710097002
2017-04-21,-0.06624319112843019
2017-04-22,-0.32916774876862837
2017-04-23,-0.24361789773502715
2017-04-24,-0.35455145840025476
2017-04-25,-0.24974929903997178
2017-04-26,-0.40113109748522885
2017-04-27,-0.2813078038981439
2017-04-28,-0.3753284054326951
2017-04-29,-0.4053722841807568
2017-04-30,-0.7555613224494719
2017-05-01,-0.3823388227420206
2017-05-02,-0.3756641611287762
2017-05-03,-0.38307788607113114
2017-05-04,-0.6060666352372288
2017-05-05,-0.41033704760470285
